,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69722318649292,4.582557201385498,30.596364974975586,67.38627624511719,40.02447509765625,8.738984107971191,16.292943954467773,0.0
1,0.0,0.0,10.328563690185547,0.0,0.0,0.0,10.88044261932373,6.551290988922119,9.69654655456543,43.55265426635742,46.62137985229492,46.406707763671875,27.61194610595703,0.0,0.0
2,0.0,0.0,8.869006156921387,1.5603686571121216,1.2657485008239746,9.109209060668945,8.821971893310547,9.029894828796387,17.776878356933594,19.58043098449707,28.84691619873047,68.80780029296875,45.8271369934082,0.0,0.0
3,0.0,0.0,1.1272683143615723,6.8773884773254395,9.601343154907227,11.227898597717285,8.082629203796387,4.520547389984131,3.228788137435913,4.865169048309326,19.797632217407227,51.308834075927734,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,6.385111331939697,0.0,7.318174362182617,4.391458988189697,33.9328498840332,28.160310745239258,44.15114212036133,0.0,0.0,0.0
5,0.0,0.0,0.0,4.958198070526123,0.572083055973053,7.897184371948242,10.388410568237305,7.6653289794921875,7.141206741333008,51.73550033569336,43.897857666015625,46.46602249145508,1.1545524597167969,0.0,
6,0.0,0.0,7.079856872558594,6.859699249267578,8.32304573059082,6.655869007110596,9.715933799743652,12.437488555908203,11.37836742401123,45.19029235839844,32.53813171386719,7.456218242645264,0.0,0.0,
7,0.0,7.6609320640563965,10.117960929870605,8.570353507995605,7.015645503997803,9.7583589553833,10.741972923278809,15.47691822052002,44.6128044128418,22.414688110351562,24.66520881652832,0.0,0.0,0.0,0.0
8,7.634637832641602,7.955345153808594,6.772840976715088,8.091231346130371,10.685393333435059,15.579285621643066,11.18724536895752,9.273565292358398,1.0365313291549683,13.197270393371582,0.0,0.0,0.0,0.0,0.0
9,12.351880073547363,6.245405197143555,6.925436496734619,8.599828720092773,10.669291496276855,9.021288871765137,10.498519897460938,11.97802734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,7.6128764152526855,8.973891258239746,9.607593536376953,8.357425689697266,0.0,6.189263820648193,14.86645793914795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
