,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
1,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
2,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
3,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
4,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
5,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,
6,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,
7,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
8,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
9,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
10,-119.775024,-119.724976,-119.67499,-119.625,-119.57501,-119.525024,-119.474976,-119.42499,-119.375,-119.32501,-119.275024,-119.224976,-119.17499,-119.125,-119.07501
